PostID,Date,Platform,ContentType,Campaign,PostHour,Impressions,Reach,Engagements,Likes,Comments,Shares,Clicks,Saves,VideoViews,FollowersGained,AdSpend,TargetAudience,PostCaption,HashtagCount,MediaCount,IsSponsored,InfluencerID,SentimentScore,CTR,EngagementRate,CostPerEngagement,ReachRate,ClickThroughRate,VideoViewRate,SaveRate,FollowerGrowthRate,ROI
POST_03067,2026-06-19,Facebook,Video,Brand Awareness Q1,21.0,33683.0,2855.0,815.0,2088.0,486.0,496.0,1775.0,8.0,11125.0,162.0,396.012687738809,18-24,Sample post caption 3067,7.0,1.0,True,,0.35,0.1021,2.42,0.4859,8.48,5.27,33.03,0.02,5.67,124.11
POST_03068,2024-11-11,Pinterest,Video,Paid Ads Q2,4.0,47378.0,25246.0,1316.0,1792.0,219.0,212.0,640.0,513.0,5801.0,224.0,499.930768104119,55+,Sample post caption 3068,11.0,8.0,False,,0.26,0.0251,2.78,0.3799,53.29,1.35,12.24,1.08,0.89,-35.99
POST_03069,2025-05-24,Instagram,Video,,10.0,28094.0,15497.0,2800.0,2476.0,346.0,114.0,1266.0,237.0,23129.0,124.0,228.40223198254878,18-24,Sample post caption 3069,8.0,9.0,False,,-0.13,0.0848,9.97,0.0816,55.16,4.51,82.33,0.84,0.8,177.14
POST_03070,2024-01-24,LinkedIn,Carousel,Product Launch Alpha,11.0,29965.0,1273.0,1899.0,1895.0,263.0,451.0,355.0,539.0,15498.0,224.0,342.50872631340377,45-54,Sample post caption 3070,12.0,9.0,True,,0.0,0.0007,6.34,0.1804,4.25,1.18,51.72,1.8,17.6,-48.18
POST_03071,2024-04-02,TikTok,Video,Back to School,21.0,12389.0,3392.0,3011.0,2484.0,120.0,699.0,819.0,289.0,24647.0,185.0,170.90265129502495,18-24,Sample post caption 3071,12.0,8.0,True,,-0.8,0.1406,24.3,0.0568,27.38,6.61,198.94,2.33,5.45,139.61
POST_03072,2025-02-06,LinkedIn,Video,User Generated Content,8.0,28393.0,24676.0,4305.0,207.0,45.0,771.0,834.0,180.0,2292.0,-17.0,431.25074059986974,55+,Sample post caption 3072,7.0,8.0,False,,-0.46,0.0096,15.16,0.1002,86.91,2.94,8.07,0.63,-0.07,-3.3
POST_03073,2025-06-01,Instagram,Text,Holiday Campaign 2024,20.0,4834.0,16922.0,2075.0,2755.0,279.0,647.0,1633.0,314.0,21058.0,120.0,18.476322722493443,25-34,Sample post caption 3073,1.0,4.0,False,,0.83,0.1125,42.93,0.0089,350.06,33.78,435.62,6.5,0.71,4319.17
POST_03074,2025-04-13,Instagram,Carousel,Organic Growth,12.0,20113.0,21576.0,2661.0,744.0,114.0,489.0,587.0,265.0,14977.0,90.0,246.76119245792577,  55+  ,Sample post caption 3074,7.0,8.0,True,,-0.12,0.1058,13.23,0.0927,107.27,2.92,74.46,1.32,0.42,18.94
POST_03075,2024-09-03,Twitter,Story,Brand Awareness Q1,21.0,35621.0,8906.0,4139.0,1207.0,167.0,601.0,1847.0,82.0,9425.0,-26.0,88.38771871862689,25-34,Sample post caption 3075,7.0,7.0,False,,-0.19,0.0977,11.62,0.0214,25.0,5.19,26.46,0.23,-0.29,944.83
POST_03076,2024-08-08,YouTube,Image,New Year Promo,19.0,6605.0,17680.0,4273.0,2090.0,434.0,732.0,1465.0,257.0,16577.0,46.0,88.42167726284266,55+,Sample post caption 3076,1.0,9.0,False,,-0.91,0.0059,64.69,0.0207,267.68,22.18,250.98,3.89,0.26,728.42
POST_03077,2025-08-20,YouTube,Carousel,Holiday Campaign 2024,2.0,44427.0,6111.0,4860.0,2891.0,245.0,527.0,876.0,559.0,12619.0,261.0,266.4978591462469,18-24,Sample post caption 3077,10.0,8.0,False,INF_033,0.77,0.0983,10.94,0.0548,13.76,1.97,28.4,1.26,4.27,64.35
POST_03078,2024-12-27,Facebook,Carousel,Flash Sale March,12.0,47773.0,13582.0,3489.0,2956.0,483.0,658.0,730.0,198.0,24611.0,-30.0,153.8995469090863,18-24,Sample post caption 3078,8.0,2.0,True,,0.51,0.0919,7.3,0.0441,28.43,1.53,51.52,0.41,-0.22,137.17
POST_03079,2024-02-19,Facebook,Video,Flash Sale March,21.0,4785.0,19144.0,418.0,170.0,374.0,384.0,1841.0,291.0,13839.0,239.0,229.50250615257428,55+,Sample post caption 3079,0.0,8.0,True,,-0.82,0.0949,8.74,0.549,400.08,38.47,289.22,6.08,1.25,301.08
POST_03080,2024-02-21,YouTube,Video,New Year Promo,10.0,49453.0,20795.0,696.0,644.0,279.0,612.0,1636.0,82.0,5197.0,59.0,152.82996795386444,18-24,Sample post caption 3080,6.0,8.0,True,,-0.7,0.0807,1.41,0.2196,42.05,3.31,10.51,0.17,0.28,435.24
POST_03081,2024-10-15,TikTok,Video,User Generated Content,10.0,18509.0,28794.0,2667.0,1108.0,233.0,417.0,1142.0,265.0,23572.0,230.0,227.53447424123374,18-24,Sample post caption 3081,12.0,9.0,False,INF_095,-0.75,0.0496,14.41,0.0853,155.57,6.17,127.35,1.43,0.8,150.95
POST_03082,2025-05-21,YouTube,Image,Influencer Collab,20.0,19617.0,20386.0,4122.0,2737.0,21.0,218.0,1432.0,416.0,13958.0,31.0,142.96008415326196,45-54,Sample post caption 3082,14.0,3.0,False,INF_009,0.31,0.0351,21.01,0.0347,103.92,7.3,71.15,2.12,0.15,400.84
POST_03083,2025-09-03,Instagram,Image,Holiday Campaign 2024,19.0,44633.0,27217.0,2703.0,1826.0,201.0,556.0,1675.0,18.0,8436.0,56.0,401.775646105879,35-44,Sample post caption 3083,1.0,8.0,False,,-0.68,0.0684,6.06,0.1486,60.98,3.75,18.9,0.04,0.21,108.45
POST_03084,2026-06-22,Twitter,Image,New Year Promo,20.0,30575.0,930.0,4314.0,2650.0,67.0,62.0,1394.0,529.0,3466.0,216.0,278.91405106910634,35-44,Sample post caption 3084,7.0,8.0,False,INF_023,0.99,0.0577,14.11,0.0647,3.04,4.56,11.34,1.73,23.23,149.9
POST_03085,2026-05-13,Tik Tok,Carousel,User Generated Content,6.0,37089.0,16868.0,924.0,104.0,135.0,349.0,736.0,370.0,11959.0,224.0,80.71666726081178,55+,Sample post caption 3085,7.0,4.0,False,,0.15,0.1032,2.49,0.0874,45.48,1.98,32.24,1.0,1.33,355.92
POST_03086,2025-10-31,LinkedIn,Carousel,User Generated Content,16.0,15427.0,-6174.0,911.0,2810.0,230.0,389.0,1790.0,22.0,16043.0,126.0,4.229045271406662,35-44,Sample post caption 3086,3.0,5.0,False,,0.74,0.0406,5.91,0.0046,40.02,11.6,103.99,0.14,2.04,21063.17
POST_03087,2025-11-19,Instagram,Reel,Brand Refresh,15.0,3771.0,24538.0,3215.0,2768.0,57.0,376.0,1096.0,384.0,5212.0,235.0,8.747218538130596,25-34,Sample post caption 3087,7.0,2.0,True,INF_080,0.46,0.1188,85.26,0.0027,650.7,29.06,138.21,10.18,0.96,6164.85
POST_03088,2025-04-26,Facebook,Text,Organic Growth,13.0,5041.0,5234.0,3733.0,91.0,14.0,65.0,1472.0,521.0,24504.0,58.0,210.84505348702737,55+,Sample post caption 3088,4.0,6.0,False,,-0.95,0.147,74.05,0.0565,103.83,29.2,486.09,10.34,1.11,249.07
POST_03089,2024-10-19,Twitter,Image ,Summer Sale 2024,0.0,26472.0,18418.0,2724.0,2395.0,263.0,118.0,823.0,378.0,5945.0,-13.0,157.05932420753032,55+,Sample post caption 3089,8.0,9.0,True,,-0.16,0.1048,10.29,0.0577,69.58,3.11,22.46,1.43,-0.07,162.0
POST_03090,2025-07-03,Instagram ,Story,Holiday Campaign 2024,10.0,12566.0,29078.0,3671.0,2850.0,476.0,745.0,1841.0,89.0,21879.0,220.0,131.0555896856193,25-34,Sample post caption 3090,0.0,3.0,True,,-0.28,0.0768,29.21,0.0357,231.4,14.65,174.11,0.71,0.76,602.37
POST_03091,2024-01-09,Twitter,Story,Brand Awareness Q1,12.0,18386.0,13273.0,4900.0,1949.0,169.0,7.0,1494.0,143.0,6319.0,280.0,311.46285490444,35-44,Sample post caption 3091,12.0,6.0,False,,0.9,0.0257,26.65,0.0636,72.19,8.13,34.37,0.78,2.11,139.84
POST_03092,2026-05-17,Pinterest,Video,Influencer Collab,0.0,45059.0,28739.0,2369.0,610.0,422.0,706.0,155.0,203.0,12477.0,165.0,406.59920656752985,25-34,Sample post caption 3092,4.0,8.0,True,,-0.32,0.1473,5.26,0.1716,63.78,0.34,27.69,0.45,0.57,-80.94
POST_03093,2024-04-20,instagram,Carousel,,1.0,4688.0,28496.0,797.0,2209.0,498.0,738.0,770.0,555.0,18165.0,265.0,31.68994244158191,18-24,Sample post caption 3093,13.0,2.0,True,,0.37,0.0409,17.0,0.0398,607.85,16.42,387.48,11.84,0.93,1114.9
POST_03094,2025-03-17,TikTok,Live,Spring Collection,8.0,28180.0,27248.0,580.0,2586.0,290.0,26.0,933.0,519.0,14299.0,81.0,54.986800398938996,55+,Sample post caption 3094,12.0,1.0,True,,0.18,0.0853,2.06,0.0948,96.69,3.31,50.74,1.84,0.3,748.39
POST_03095,2024-05-17,Facebook,Video,Product Launch Alpha,12.0,24644.0,10034.0,1732.0,2213.0,168.0,289.0,575.0,391.0,16999.0,288.0,184.3730178971137,45-54,Sample post caption 3095,8.0,6.0,False,,0.47,0.0664,7.03,0.1065,40.72,2.33,68.98,1.59,2.87,55.93
POST_03096,2026-06-22,LinkedIn,Reel,Holiday Campaign 2024,4.0,10911.0,2848.0,3232.0,288.0,47.0,27.0,1333.0,300.0,20547.0,170.0,220.74326911972364,25-34,Sample post caption 3096,14.0,3.0,False,,-0.88,0.0299,29.62,0.0683,26.1,12.22,188.31,2.75,5.97,201.93
POST_03097,2024-09-27,Pinterest,Image,Back to School,8.0,18833.0,7653.0,3576.0,867.0,461.0,158.0,1059.0,504.0,14659.0,219.0,197.61505886539942,55+,Sample post caption 3097,5.0,2.0,1,,0.86,0.1171,18.99,0.0553,40.64,5.62,77.84,2.68,2.86,167.95
POST_03098,2026-01-14,Facebook,Image,User Generated Content,12.0,40796.0,13333.0,4191.0,,95.0,144.0,247.0,152.0,21658.0,286.0,319.31830360236347,55+,Sample post caption 3098,3.0,8.0,True,,0.99,0.0177,10.27,0.0762,32.68,0.61,53.09,0.37,2.15,-61.32
POST_03099,2025-01-09,Facebook,Video,Summer Sale 2024,4.0,48193.0,11754.0,3730.0,,326.0,466.0,1451.0,528.0,11496.0,213.0,43.607652118313965,25-34,Sample post caption 3099,0.0,9.0,False,,0.11,0.0645,7.74,0.0117,24.39,3.01,23.85,1.1,1.81,1563.7
POST_03100,2026-02-21,Instagram,Carousel,New Year Promo,14.0,0,13370.0,55,2083.0,43.0,745.0,1067.0,338.0,1531.0,26.0,247.36409309332623,45-54,Sample post caption 3100,12.0,7.0,False,INF_098,-0.67,0.0317,12.16,0.0509,33.44,2.67,3.83,0.85,0.19,115.67
POST_03101,2025-02-16,Facebook,Story,Flash Sale March,6.0,47142.0,1543.0,3371.0,560.0,352.0,107.0,452.0,511.0,14439.0,164.0,405.8722610914226,55+,Sample post caption 3101,9.0,9.0,False,INF_056,0.74,0.0824,7.15,0.1204,3.27,0.96,30.63,1.08,10.63,-44.32
POST_03102,2025-01-09,TikTok,Live,New Year Promo,13.0,30159.0,19113.0,4870.0,733.0,239.0,438.0,1142.0,334.0,20945.0,42.0,464.22958821522184,18-24,Sample post caption 3102,14.0,7.0,True,,0.29,0.1291,16.15,0.0953,63.37,3.79,69.45,1.11,0.22,23.0
POST_03103,2024-02-16,YouTube,Video,New Year Promo,15.0,37587.0,15757.0,1365.0,995.0,290.0,202.0,1372.0,508.0,16187.0,88.0,280.1881421423103,18-24,Sample post caption 3103,11.0,3.0,False,INF_058,0.25,0.1336,3.63,0.2053,41.92,3.65,43.07,1.35,0.56,144.84
POST_03104,2025-02-14,Instagram,Image,Influencer Collab,5.0,40949.0,18059.0,2053.0,803.0,282.0,776.0,692.0,55.0,6571.0,29.0,69.21214011194881,18-24,Sample post caption 3104,13.0,1.0,False,,0.77,0.0796,5.01,0.0337,44.1,1.69,16.05,0.13,0.16,399.91
POST_03105,2024-02-22,Instagram,Story,Paid Ads Q2,1.0,14650.0,27045.0,2980.0,198.0,448.0,300.0,908.0,555.0,1775.0,-1.0,363.736356230333,45-54,Sample post caption 3105,5.0,1.0,False,,0.46,0.0362,20.34,0.1221,184.61,6.2,12.12,3.79,-0.0,24.82
POST_03106,2025-08-06,Instagram,Carousel,Holiday Campaign 2024,15.0,49222.0,19451.0,3201.0,450.0,69.0,437.0,939.0,550.0,16285.0,185.0,398.16578603689067,35-44,Sample post caption 3106,10.0,5.0,False,,0.84,0.0575,6.5,0.1244,39.52,1.91,33.08,1.12,0.95,17.92
POST_03107,2025-07-29,TikTok,Image,Retargeting Campaign,18.0,10964.0,18281.0,1092.0,1824.0,252.0,10.0,1411.0,129.0,7136.0,292.0,98.14550565386554,18-24,Sample post caption 3107,13.0,9.0,False,INF_072,0.92,0.1033,9.96,0.0899,166.74,12.87,65.09,1.18,1.6,618.83
POST_03108,2024-07-18,Facebook,  Video  ,,4.0,25494.0,3296.0,210.0,1617.0,65.0,606.0,1093.0,97.0,10681.0,281.0,338.75248383409144,25-34,Sample post caption 3108,6.0,6.0,True,,-0.31,0.0432,0.82,1.6131,12.93,4.29,41.9,0.38,8.53,61.33
POST_03109,2025-01-06,Twitter,Text,New Year Promo,3.0,19161.0,26164.0,3491.0,2975.0,326.0,641.0,946.0,421.0,15059.0,243.0,465.25736665116614,35-44,Sample post caption 3109,6.0,2.0,True,,-0.6,0.023,18.22,0.1333,136.55,4.94,78.59,2.2,0.93,1.66
POST_03110,2025-07-20,LinkedIn,Text,Influencer Collab,13.0,49799.0,29875.0,3320.0,94.0,455.0,102.0,1893.0,79.0,9341.0,101.0,359.42094228239654,25-34,Sample post caption 3110,8.0,6.0,False,,-0.23,0.0417,6.67,0.1083,59.99,3.8,18.76,0.16,0.34,163.34
POST_03111,2024-10-22,LinkedIn,Video,Brand Refresh,5.0,12724.0,15975.0,627.0,610.0,446.0,784.0,453.0,287.0,20090.0,44.0,207.7840022139202,45-54,Sample post caption 3111,3.0,4.0,False,INF_056,0.94,0.0182,4.93,0.3314,125.55,3.56,157.89,2.26,0.28,9.01
POST_03112,2024-03-16,Instagram,Video,Spring Collection,7.0,25034.0,1366.0,1682.0,1254.0,492.0,485.0,266.0,168.0,5155.0,115.0,221.38149591542322,18-24,Sample post caption 3112,3.0,9.0,False,INF_092,-0.62,0.0415,6.72,0.1316,5.46,1.06,20.59,0.67,8.42,-39.92
POST_03113,2025-01-30,TikTok,Live,Brand Awareness Q1,23.0,3461.0,26345.0,3292.0,288.0,476.0,109.0,730.0,78.0,23789.0,270.0,39.77832010104354,55+,Sample post caption 3113,4.0,3.0,False,,0.18,0.0065,95.12,0.0121,761.2,21.09,687.34,2.25,1.02,817.59
POST_03114,2025-05-31,Facebook,Carousel,Brand Refresh,2.0,13807.0,18384.0,3017.0,2924.0,335.0,642.0,1461.0,70.0,13553.0,39.0,263.05730977329335,18-24,Sample post caption 3114,11.0,7.0,True,,-0.83,0.0094,21.85,0.0872,133.15,10.58,98.16,0.51,0.21,177.7
POST_03115,2025-04-06,Facebook,Video,Spring Collection,3.0,2024.0,16657.0,3017.0,104.0,284.0,702.0,365.0,262.0,21730.0,-34.0,401.3423033908167,45-54,Sample post caption 3115,13.0,8.0,False,,0.66,0.1288,149.06,0.133,822.97,18.03,1073.62,12.94,-0.2,-54.53
POST_03116,2026-02-21,YouTube,Video,Holiday Campaign 2024,0.0,29587.0,2076.0,3642.0,142.0,30.0,92.0,1725.0,529.0,13714.0,178.0,489.2482985262717,18-24,Sample post caption 3116,8.0,2.0,True,,0.34,0.0267,12.31,0.1343,7.02,5.83,46.35,1.79,8.57,76.29
POST_03117,2025-07-17,TikTok,Text,Flash Sale March,1.0,12747.0,1597.0,2705.0,,447.0,717.0,1791.0,209.0,14590.0,232.0,199.65188719692583,18-24,Sample post caption 3117,14.0,7.0,False,,0.04,0.1266,21.22,0.0738,12.53,14.05,114.46,1.64,14.53,348.53
POST_03118,2024-10-13,Facebook,Image,,12.0,31834.0,15339.0,1876.0,1681.0,213.0,540.0,1210.0,116.0,15291.0,294.0,217.6837406443788,18-24,Sample post caption 3118,14.0,5.0,True,,0.26,0.1494,5.89,0.116,48.18,3.8,48.03,0.36,1.92,177.93
POST_03119,2026-04-25,Instagram,Image,Brand Refresh,8.0,29118.0,3828.0,83.0,2316.0,180.0,698.0,1250.0,76.0,16466.0,171.0,27.381946865913942,45-54,Sample post caption 3119,1.0,1.0,False,,-0.77,0.0586,0.29,0.3299,13.15,4.29,56.55,0.26,4.47,2182.53
POST_03120,2025-09-30,Instagram,Video,Spring Collection,11.0,21727.0,16168.0,1481.0,2623.0,201.0,506.0,60.0,314.0,23178.0,182.0,387.56060305018326,18-24,Sample post caption 3120,3.0,7.0,False,,0.72,0.0672,6.82,0.2617,74.41,0.28,106.68,1.45,1.13,-92.26
POST_03121,2025-11-27,Instagram,Video,Influencer Collab,9.0,21131.0,6561.0,4739.0,537.0,67.0,176.0,167.0,10.0,11572.0,230.0,358.3288746633243,55+,Sample post caption 3121,13.0,8.0,True,INF_008,-0.32,0.0429,22.43,0.0756,31.05,0.79,54.76,0.05,3.51,-76.7
POST_03122,2025-09-17,Instagram,Carousel,Influencer Collab,9.0,39549.0,22219.0,3233.0,2573.0,24.0,438.0,131.0,50.0,10771.0,153.0,201.46282228791907,55+,Sample post caption 3122,8.0,1.0,False,,-0.66,0.0179,8.17,0.0623,56.18,0.33,27.23,0.13,0.69,-67.49
POST_03123,2024-05-01,Facebook,Image,Product Launch Alpha,17.0,2801.0,7807.0,2340.0,18.0,247.0,667.0,154.0,6.0,4936.0,263.0,354.6379040836888,35-44,Sample post caption 3123,5.0,4.0,True,,-0.97,0.0955,83.54,0.1516,278.72,5.5,176.22,0.21,3.37,-78.29
POST_03124,2024-05-11,Twitter,Carousel,Paid Ads Q2,11.0,47043.0,20157.0,1730.0,563.0,372.0,757.0,783.0,548.0,17491.0,206.0,311.51271159851956,35-44,Sample post caption 3124,13.0,4.0,True,,-0.88,0.1272,3.68,0.1801,42.85,1.66,37.18,1.16,1.02,25.68
POST_03125,2024-04-09,TikTok,Video,User Generated Content,21.0,42990.0,1573.0,1119.0,2928.0,396.0,710.0,721.0,260.0,2074.0,226.0,384.49648816275226,35-44,Sample post caption 3125,5.0,5.0,False,,0.34,0.1004,2.6,0.3436,3.66,1.68,4.82,0.6,14.37,-6.24
POST_03126,2025-02-07,LinkedIn,Image,Brand Refresh,15.0,49673.0,29835.0,165.0,2386.0,336.0,510.0,6.0,573.0,24121.0,206.0,157.0713477470529,35-44,Sample post caption 3126,6.0,5.0,False,,0.44,0.0164,0.33,0.9519,60.06,0.01,48.56,1.15,0.69,-98.09
POST_03127,2025-01-17,LinkedIn,Image,Back to School,22.0,16819.0,27329.0,1430.0,912.0,423.0,108.0,522.0,511.0,4474.0,108.0,325.4093583051266,55+,Sample post caption 3127,4.0,4.0,False,,-0.7,0.091,8.5,0.2276,162.49,3.1,26.6,3.04,0.4,-19.79
POST_03128,2026-03-24,Facebook,Reel,Back to School,5.0,9818.0,18406.0,1738.0,1416.0,455.0,71.0,1735.0,199.0,10116.0,266.0,312.810663642113,35-44,Sample post caption 3128,3.0,1.0,True,,0.21,0.0959,17.7,0.18,187.47,17.67,103.04,2.03,1.45,177.32
POST_03129,2024-12-13,Pinterest,Story,Holiday Campaign 2024,23.0,156.0,29817.0,4420.0,2220.0,342.0,488.0,250.0,329.0,15689.0,208.0,45.24515501935578,25-34,Sample post caption 3129,10.0,9.0,False,INF_006,-0.03,0.1035,2833.33,0.0102,19113.46,160.26,10057.05,210.9,0.7,176.27
POST_03130,2025-07-25,TikTok,Image,Video Series 2025,23.0,46841.0,12770.0,2416.0,915.0,390.0,732.0,1599.0,89.0,8572.0,152.0,140.47638871064484,45-54,Sample post caption 3130,2.0,5.0,False,INF_047,0.87,0.0104,5.16,0.0581,27.26,3.41,18.3,0.19,1.19,469.13
POST_03131,2025-01-09,TikTok,Text,Paid Ads Q2,20.0,15452.0,13624.0,3965.0,121.0,159.0,280.0,691.0,590.0,636.0,125.0,430.10036872551046,45-54,Sample post caption 3131,1.0,1.0,True,,0.33,0.1047,25.66,0.1085,88.17,4.47,4.12,3.82,0.92,-19.67
POST_03132,2026-02-12,TikTok,Carousel,User Generated Content,23.0,47920.0,21038.0,2527.0,2060.0,279.0,213.0,1663.0,54.0,799.0,31.0,78.06605433526964,55+,Sample post caption 3132,6.0,3.0,False,,0.04,0.0907,5.27,0.0309,43.9,3.47,1.67,0.11,0.15,965.12
POST_03133,2024-05-27,YouTube,Live,Product Launch Alpha,9.0,3247.0,12845.0,4866.0,2480.0,256.0,456.0,1285.0,220.0,20396.0,-26.0,189.7819224398271,45-54,Sample post caption 3133,4.0,1.0,True,INF_081,-0.43,0.1302,149.86,0.039,395.6,39.57,628.15,6.78,-0.2,238.55
POST_03134,2024-07-22,Twitter,Video,Summer Sale 2024,14.0,3637.0,17050.0,606.0,1494.0,110.0,586.0,119.0,91.0,16666.0,-33.0,112.61788715727211,45-54,Sample post caption 3134,0.0,7.0,False,,-0.08,0.0248,16.66,0.1858,468.79,3.27,458.23,2.5,-0.19,-47.17
POST_03135,2025-09-08,Instagram,Carousel,Organic Growth,8.0,22912.0,20949.0,2364.0,2099.0,46.0,417.0,47.0,585.0,20693.0,233.0,70.0927094255293,18-24,Sample post caption 3135,3.0,7.0,False,INF_045,-0.51,0.0093,10.32,0.0297,91.43,0.21,90.32,2.55,1.11,-66.47
POST_03136,2025-06-05,LinkedIn,Image,New Year Promo,23.0,821.0,21625.0,1560.0,2257.0,178.0,753.0,1092.0,55.0,18430.0,209.0,68.20567231478498,35-44,Sample post caption 3136,8.0,6.0,False,,0.36,0.1219,190.01,0.0437,2633.98,133.01,2244.82,6.7,0.97,700.52
POST_03137,2025-02-15,TikTok,Video,Brand Refresh,1.0,0,28795.0,42,516.0,35.0,509.0,1912.0,178.0,23057.0,65.0,173.9776366698401,35-44,Sample post caption 3137,14.0,9.0,True,,0.19,0.0154,10.39,0.0371,63.79,4.24,51.08,0.39,0.23,449.5
POST_03138,2025-05-27,TikTok,Reel,Brand Refresh,17.0,16869.0,22208.0,1525.0,2010.0,410.0,661.0,1285.0,60.0,17238.0,98.0,401.736739393983,18-24,Sample post caption 3138,7.0,7.0,False,INF_032,-0.41,0.057,9.04,0.2634,131.65,7.62,102.19,0.36,0.44,59.93
POST_03139,2024-02-11,Twitter,Video,Spring Collection,11.0,40294.0,15912.0,2395.0,1236.0,197.0,322.0,741.0,116.0,616.0,275.0,483.1579452072169,55+,Sample post caption 3139,10.0,5.0,False,,-0.98,0.1303,5.94,0.2017,39.49,1.84,1.53,0.29,1.73,-23.32
POST_03140,2024-02-16,Facebook,Video,Retargeting Campaign,2.0,46656.0,19055.0,910.0,1165.0,41.0,177.0,1787.0,589.0,19614.0,-30.0,285.9182486828881,25-34,Sample post caption 3140,6.0,7.0,True,,0.97,0.0417,1.95,0.3142,40.84,3.83,42.04,1.26,-0.16,212.5
POST_03141,2024-02-09,Instagram,Image,User Generated Content,6.0,46875.0,12483.0,1655.0,39.0,478.0,687.0,1468.0,235.0,2088.0,43.0,317.6121446914659,55+,Sample post caption 3141,4.0,4.0,True,,-0.89,0.0663,3.53,0.1919,26.63,3.13,4.45,0.5,0.34,131.1
POST_03142,2024-05-20,YouTube,Text,Brand Refresh,8.0,43947.0,18527.0,1122.0,2268.0,331.0,103.0,1985.0,32.0,20257.0,97.0,-14.835604507458129,25-34,Sample post caption 3142,0.0,9.0,False,,0.09,0.0921,2.55,0.347,42.16,4.52,46.09,0.07,0.52,154.9
POST_03143,2025-12-31,Twitter,Carousel,New Year Promo,7.0,14446.0,26390.0,1529.0,1482.0,89.0,118.0,1502.0,566.0,24056.0,75.0,330.9005757887333,25-34,Sample post caption 3143,11.0,6.0,False,INF_040,0.7,0.0959,10.58,0.2164,182.68,10.4,166.52,3.92,0.28,126.96
POST_03144,2024-12-07,Twitter,Video,Summer Sale 2024,5.0,39983.0,19610.0,4272.0,1538.0,344.0,711.0,1254.0,242.0,20998.0,173.0,424.1608357558883,18-24,Sample post caption 3144,4.0,4.0,False,INF_022,0.24,0.0891,10.68,0.0993,49.05,3.14,52.52,0.61,0.88,47.82
POST_03145,2026-04-03,Instagram,Reel,Flash Sale March,0.0,11011.0,25758.0,4726.0,2230.0,67.0,581.0,223.0,73.0,1044.0,70.0,442.02572536127735,55+,Sample post caption 3145,14.0,5.0,False,INF_042,0.17,0.0091,42.92,0.0935,233.93,2.03,9.48,0.66,0.27,-74.78
POST_03146,2025-04-30,Instagram,Image,Product Launch Alpha,13.0,359.0,7534.0,3085.0,1543.0,69.0,56.0,456.0,20.0,17029.0,77.0,313.85401975516385,35-44,Sample post caption 3146,7.0,8.0,False,INF_085,0.43,0.1168,859.33,0.1017,2098.61,127.02,4743.45,5.57,1.02,-27.35
POST_03147,2025-06-15,YouTube,Video,New Year Promo,15.0,20972.0,12458.0,4782.0,132.0,109.0,408.0,718.0,153.0,17324.0,236.0,266.5313612414687,55+,Sample post caption 3147,3.0,7.0,True,,-0.38,0.1192,22.8,0.0557,59.4,3.42,82.61,0.73,1.89,34.69
POST_03148,2025-04-12,LinkedIn,Reel,Organic Growth,15.0,8891.0,20004.0,3245.0,2661.0,381.0,577.0,852.0,253.0,12529.0,102.0,195.5256308965414,55+,Sample post caption 3148,11.0,6.0,True,,-0.22,0.0156,36.5,0.0603,224.99,9.58,140.92,2.85,0.51,117.87
POST_03149,2024-06-01,TikTok,Video,Product Launch Alpha,3.0,7636.0,17500.0,4411.0,1774.0,396.0,57.0,1389.0,206.0,16726.0,274.0,230.79033096162078,25-34,Sample post caption 3149,4.0,2.0,False,,-0.83,0.1109,57.77,0.0523,229.18,18.19,219.04,2.7,1.57,200.92
POST_03150,2025-09-12,Twitter,Video,Retargeting Campaign,5.0,20532.0,18580.0,3806.0,2709.0,408.0,116.0,948.0,148.0,1666.0,149.0,172.72897390575298,25-34,Sample post caption 3150,7.0,3.0,False,,-0.99,0.0756,18.54,0.0454,90.49,4.62,8.11,0.72,0.8,174.42
POST_03151,2026-07-03,linkedin,Video,Product Launch Alpha,14.0,32850.0,755.0,1940.0,361.0,350.0,424.0,27.0,301.0,2464.0,222.0,213.48316466332574,35-44,Sample post caption 3151,4.0,1.0,True,,-0.47,0.0019,5.91,0.11,2.3,0.08,7.5,0.92,29.4,-93.68
POST_03152,2025-06-11,Instagram,Story,User Generated Content,21.0,41815.0,18792.0,3632.0,2677.0,21.0,20.0,876.0,296.0,37.0,97.0,449.85492830117045,35-44,Sample post caption 3152,13.0,3.0,False,,0.63,0.1041,8.69,0.1239,44.94,2.09,0.09,0.71,0.52,-2.64
POST_03153,2024-05-23,TikTok,Image,Influencer Collab,7.0,44637.0,13575.0,4385.0,1625.0,482.0,78.0,1754.0,490.0,20815.0,250.0,486.18594601875543,25-34,Sample post caption 3153,3.0,2.0,False,,0.22,0.0691,9.82,0.1109,30.41,3.93,46.63,1.1,1.84,80.38
POST_03154,2024-12-01,Instagram,Reel,Paid Ads Q2,0.0,19641.0,19968.0,3714.0,1584.0,276.0,558.0,900.0,43.0,14808.0,170.0,180.7669288228999,55+,Sample post caption 3154,10.0,6.0,False,,-0.72,0.019,18.91,0.0487,101.66,4.58,75.39,0.22,0.85,148.94
